년,월,국적지역,입국자수,날짜,방문년월,계절
2022,1,그리스,390,2022-01-01,2022-01,겨울
2022,2,그리스,307,2022-02-01,2022-02,겨울
2022,3,그리스,418,2022-03-01,2022-03,봄
2022,4,그리스,292,2022-04-01,2022-04,봄
2022,5,그리스,425,2022-05-01,2022-05,봄
2022,6,그리스,410,2022-06-01,2022-06,여름
2022,7,그리스,607,2022-07-01,2022-07,여름
2022,8,그리스,596,2022-08-01,2022-08,여름
2022,9,그리스,460,2022-09-01,2022-09,가을
2022,10,그리스,588,2022-10-01,2022-10,가을
2022,11,그리스,565,2022-11-01,2022-11,가을
2022,12,그리스,584,2022-12-01,2022-12,겨울
2023,1,그리스,494,2023-01-01,2023-01,겨울
2023,2,그리스,453,2023-02-01,2023-02,겨울
2023,3,그리스,677,2023-03-01,2023-03,봄
2023,4,그리스,934,2023-04-01,2023-04,봄
2023,5,그리스,586,2023-05-01,2023-05,봄
2023,6,그리스,560,2023-06-01,2023-06,여름
2023,7,그리스,642,2023-07-01,2023-07,여름
2023,8,그리스,830,2023-08-01,2023-08,여름
2023,9,그리스,536,2023-09-01,2023-09,가을
2023,10,그리스,987,2023-10-01,2023-10,가을
2023,11,그리스,782,2023-11-01,2023-11,가을
2023,12,그리스,477,2023-12-01,2023-12,겨울
2024,1,그리스,595,2024-01-01,2024-01,겨울
2024,2,그리스,598,2024-02-01,2024-02,겨울
2024,3,그리스,1110,2024-03-01,2024-03,봄
2024,4,그리스,1262,2024-04-01,2024-04,봄
2024,5,그리스,1076,2024-05-01,2024-05,봄
2024,6,그리스,781,2024-06-01,2024-06,여름
2024,7,그리스,878,2024-07-01,2024-07,여름
2024,8,그리스,1072,2024-08-01,2024-08,여름
2024,9,그리스,946,2024-09-01,2024-09,가을
2024,10,그리스,971,2024-10-01,2024-10,가을
2024,11,그리스,1035,2024-11-01,2024-11,가을
2024,12,그리스,630,2024-12-01,2024-12,겨울
2022,1,나이지리아,35,2022-01-01,2022-01,겨울
2022,2,나이지리아,86,2022-02-01,2022-02,겨울
2022,3,나이지리아,84,2022-03-01,2022-03,봄
2022,4,나이지리아,53,2022-04-01,2022-04,봄
2022,5,나이지리아,194,2022-05-01,2022-05,봄
2022,6,나이지리아,94,2022-06-01,2022-06,여름
2022,7,나이지리아,103,2022-07-01,2022-07,여름
2022,8,나이지리아,207,2022-08-01,2022-08,여름
2022,9,나이지리아,260,2022-09-01,2022-09,가을
2022,10,나이지리아,378,2022-10-01,2022-10,가을
2022,11,나이지리아,118,2022-11-01,2022-11,가을
2022,12,나이지리아,135,2022-12-01,2022-12,겨울
2023,1,나이지리아,138,2023-01-01,2023-01,겨울
2023,2,나이지리아,149,2023-02-01,2023-02,겨울
2023,3,나이지리아,171,2023-03-01,2023-03,봄
2023,4,나이지리아,159,2023-04-01,2023-04,봄
2023,5,나이지리아,165,2023-05-01,2023-05,봄
2023,6,나이지리아,154,2023-06-01,2023-06,여름
2023,7,나이지리아,229,2023-07-01,2023-07,여름
2023,8,나이지리아,244,2023-08-01,2023-08,여름
2023,9,나이지리아,173,2023-09-01,2023-09,가을
2023,10,나이지리아,185,2023-10-01,2023-10,가을
2023,11,나이지리아,133,2023-11-01,2023-11,가을
2023,12,나이지리아,120,2023-12-01,2023-12,겨울
2024,1,나이지리아,203,2024-01-01,2024-01,겨울
2024,2,나이지리아,209,2024-02-01,2024-02,겨울
2024,3,나이지리아,211,2024-03-01,2024-03,봄
2024,4,나이지리아,152,2024-04-01,2024-04,봄
2024,5,나이지리아,178,2024-05-01,2024-05,봄
2024,6,나이지리아,188,2024-06-01,2024-06,여름
2024,7,나이지리아,153,2024-07-01,2024-07,여름
2024,8,나이지리아,263,2024-08-01,2024-08,여름
2024,9,나이지리아,308,2024-09-01,2024-09,가을
2024,10,나이지리아,239,2024-10-01,2024-10,가을
2024,11,나이지리아,267,2024-11-01,2024-11,가을
2024,12,나이지리아,133,2024-12-01,2024-12,겨울
2022,1,남아프리카공화국,110,2022-01-01,2022-01,겨울
2022,2,남아프리카공화국,446,2022-02-01,2022-02,겨울
2022,3,남아프리카공화국,210,2022-03-01,2022-03,봄
2022,4,남아프리카공화국,290,2022-04-01,2022-04,봄
2022,5,남아프리카공화국,375,2022-05-01,2022-05,봄
2022,6,남아프리카공화국,311,2022-06-01,2022-06,여름
2022,7,남아프리카공화국,507,2022-07-01,2022-07,여름
2022,8,남아프리카공화국,887,2022-08-01,2022-08,여름
2022,9,남아프리카공화국,532,2022-09-01,2022-09,가을
2022,10,남아프리카공화국,764,2022-10-01,2022-10,가을
2022,11,남아프리카공화국,483,2022-11-01,2022-11,가을
2022,12,남아프리카공화국,761,2022-12-01,2022-12,겨울
2023,1,남아프리카공화국,859,2023-01-01,2023-01,겨울
2023,2,남아프리카공화국,970,2023-02-01,2023-02,겨울
2023,3,남아프리카공화국,802,2023-03-01,2023-03,봄
2023,4,남아프리카공화국,1098,2023-04-01,2023-04,봄
2023,5,남아프리카공화국,1001,2023-05-01,2023-05,봄
2023,6,남아프리카공화국,1015,2023-06-01,2023-06,여름
2023,7,남아프리카공화국,1435,2023-07-01,2023-07,여름
2023,8,남아프리카공화국,1571,2023-08-01,2023-08,여름
2023,9,남아프리카공화국,1085,2023-09-01,2023-09,가을
2023,10,남아프리카공화국,1323,2023-10-01,2023-10,가을
2023,11,남아프리카공화국,887,2023-11-01,2023-11,가을
2023,12,남아프리카공화국,958,2023-12-01,2023-12,겨울
2024,1,남아프리카공화국,1088,2024-01-01,2024-01,겨울
2024,2,남아프리카공화국,1446,2024-02-01,2024-02,겨울
2024,3,남아프리카공화국,1386,2024-03-01,2024-03,봄
2024,4,남아프리카공화국,1533,2024-04-01,2024-04,봄
2024,5,남아프리카공화국,1223,2024-05-01,2024-05,봄
2024,6,남아프리카공화국,1281,2024-06-01,2024-06,여름
2024,7,남아프리카공화국,1341,2024-07-01,2024-07,여름
2024,8,남아프리카공화국,2279,2024-08-01,2024-08,여름
2024,9,남아프리카공화국,1644,2024-09-01,2024-09,가을
2024,10,남아프리카공화국,1674,2024-10-01,2024-10,가을
2024,11,남아프리카공화국,982,2024-11-01,2024-11,가을
2024,12,남아프리카공화국,1082,2024-12-01,2024-12,겨울
2022,1,네덜란드,946,2022-01-01,2022-01,겨울
2022,2,네덜란드,1177,2022-02-01,2022-02,겨울
2022,3,네덜란드,994,2022-03-01,2022-03,봄
2022,4,네덜란드,1737,2022-04-01,2022-04,봄
2022,5,네덜란드,2011,2022-05-01,2022-05,봄
2022,6,네덜란드,2031,2022-06-01,2022-06,여름
2022,7,네덜란드,2880,2022-07-01,2022-07,여름
2022,8,네덜란드,2928,2022-08-01,2022-08,여름
2022,9,네덜란드,2792,2022-09-01,2022-09,가을
2022,10,네덜란드,3266,2022-10-01,2022-10,가을
2022,11,네덜란드,2766,2022-11-01,2022-11,가을
2022,12,네덜란드,2430,2022-12-01,2022-12,겨울
2023,1,네덜란드,2179,2023-01-01,2023-01,겨울
2023,2,네덜란드,2910,2023-02-01,2023-02,겨울
2023,3,네덜란드,3982,2023-03-01,2023-03,봄
2023,4,네덜란드,4811,2023-04-01,2023-04,봄
2023,5,네덜란드,4387,2023-05-01,2023-05,봄
2023,6,네덜란드,3512,2023-06-01,2023-06,여름
2023,7,네덜란드,6887,2023-07-01,2023-07,여름
2023,8,네덜란드,5235,2023-08-01,2023-08,여름
2023,9,네덜란드,4621,2023-09-01,2023-09,가을
2023,10,네덜란드,4882,2023-10-01,2023-10,가을
2023,11,네덜란드,3718,2023-11-01,2023-11,가을
2023,12,네덜란드,2612,2023-12-01,2023-12,겨울
2024,1,네덜란드,2514,2024-01-01,2024-01,겨울
2024,2,네덜란드,2641,2024-02-01,2024-02,겨울
2024,3,네덜란드,3991,2024-03-01,2024-03,봄
2024,4,네덜란드,6598,2024-04-01,2024-04,봄
2024,5,네덜란드,5642,2024-05-01,2024-05,봄
2024,6,네덜란드,3704,2024-06-01,2024-06,여름
2024,7,네덜란드,5649,2024-07-01,2024-07,여름
2024,8,네덜란드,5941,2024-08-01,2024-08,여름
2024,9,네덜란드,5254,2024-09-01,2024-09,가을
2024,10,네덜란드,5955,2024-10-01,2024-10,가을
2024,11,네덜란드,4398,2024-11-01,2024-11,가을
2024,12,네덜란드,3285,2024-12-01,2024-12,겨울
2022,1,네팔,1051,2022-01-01,2022-01,겨울
2022,2,네팔,1016,2022-02-01,2022-02,겨울
2022,3,네팔,1526,2022-03-01,2022-03,봄
2022,4,네팔,1633,2022-04-01,2022-04,봄
2022,5,네팔,2169,2022-05-01,2022-05,봄
2022,6,네팔,3240,2022-06-01,2022-06,여름
2022,7,네팔,2973,2022-07-01,2022-07,여름
2022,8,네팔,3070,2022-08-01,2022-08,여름
2022,9,네팔,3070,2022-09-01,2022-09,가을
2022,10,네팔,2413,2022-10-01,2022-10,가을
2022,11,네팔,3618,2022-11-01,2022-11,가을
2022,12,네팔,2040,2022-12-01,2022-12,겨울
2023,1,네팔,2570,2023-01-01,2023-01,겨울
2023,2,네팔,3622,2023-02-01,2023-02,겨울
2023,3,네팔,3995,2023-03-01,2023-03,봄
2023,4,네팔,2872,2023-04-01,2023-04,봄
2023,5,네팔,3755,2023-05-01,2023-05,봄
2023,6,네팔,3925,2023-06-01,2023-06,여름
2023,7,네팔,3562,2023-07-01,2023-07,여름
2023,8,네팔,3991,2023-08-01,2023-08,여름
2023,9,네팔,2011,2023-09-01,2023-09,가을
2023,10,네팔,1898,2023-10-01,2023-10,가을
2023,11,네팔,2320,2023-11-01,2023-11,가을
2023,12,네팔,3674,2023-12-01,2023-12,겨울
2024,1,네팔,3779,2024-01-01,2024-01,겨울
2024,2,네팔,3654,2024-02-01,2024-02,겨울
2024,3,네팔,3957,2024-03-01,2024-03,봄
2024,4,네팔,2649,2024-04-01,2024-04,봄
2024,5,네팔,2811,2024-05-01,2024-05,봄
2024,6,네팔,2756,2024-06-01,2024-06,여름
2024,7,네팔,3050,2024-07-01,2024-07,여름
2024,8,네팔,4918,2024-08-01,2024-08,여름
2024,9,네팔,3743,2024-09-01,2024-09,가을
2024,10,네팔,2987,2024-10-01,2024-10,가을
2024,11,네팔,3611,2024-11-01,2024-11,가을
2024,12,네팔,3534,2024-12-01,2024-12,겨울
2022,1,노르웨이,129,2022-01-01,2022-01,겨울
2022,2,노르웨이,119,2022-02-01,2022-02,겨울
2022,3,노르웨이,62,2022-03-01,2022-03,봄
2022,4,노르웨이,269,2022-04-01,2022-04,봄
2022,5,노르웨이,390,2022-05-01,2022-05,봄
2022,6,노르웨이,478,2022-06-01,2022-06,여름
2022,7,노르웨이,419,2022-07-01,2022-07,여름
2022,8,노르웨이,545,2022-08-01,2022-08,여름
2022,9,노르웨이,529,2022-09-01,2022-09,가을
2022,10,노르웨이,699,2022-10-01,2022-10,가을
2022,11,노르웨이,548,2022-11-01,2022-11,가을
2022,12,노르웨이,487,2022-12-01,2022-12,겨울
2023,1,노르웨이,546,2023-01-01,2023-01,겨울
2023,2,노르웨이,513,2023-02-01,2023-02,겨울
2023,3,노르웨이,1012,2023-03-01,2023-03,봄
2023,4,노르웨이,1013,2023-04-01,2023-04,봄
2023,5,노르웨이,751,2023-05-01,2023-05,봄
2023,6,노르웨이,1173,2023-06-01,2023-06,여름
2023,7,노르웨이,1982,2023-07-01,2023-07,여름
2023,8,노르웨이,751,2023-08-01,2023-08,여름
2023,9,노르웨이,797,2023-09-01,2023-09,가을
2023,10,노르웨이,1068,2023-10-01,2023-10,가을
2023,11,노르웨이,776,2023-11-01,2023-11,가을
2023,12,노르웨이,512,2023-12-01,2023-12,겨울
2024,1,노르웨이,685,2024-01-01,2024-01,겨울
2024,2,노르웨이,605,2024-02-01,2024-02,겨울
2024,3,노르웨이,1456,2024-03-01,2024-03,봄
2024,4,노르웨이,1061,2024-04-01,2024-04,봄
2024,5,노르웨이,883,2024-05-01,2024-05,봄
2024,6,노르웨이,1278,2024-06-01,2024-06,여름
2024,7,노르웨이,1624,2024-07-01,2024-07,여름
2024,8,노르웨이,857,2024-08-01,2024-08,여름
2024,9,노르웨이,1173,2024-09-01,2024-09,가을
2024,10,노르웨이,1130,2024-10-01,2024-10,가을
2024,11,노르웨이,947,2024-11-01,2024-11,가을
2024,12,노르웨이,771,2024-12-01,2024-12,겨울
2022,1,뉴질랜드,202,2022-01-01,2022-01,겨울
2022,2,뉴질랜드,217,2022-02-01,2022-02,겨울
2022,3,뉴질랜드,234,2022-03-01,2022-03,봄
2022,4,뉴질랜드,519,2022-04-01,2022-04,봄
2022,5,뉴질랜드,843,2022-05-01,2022-05,봄
2022,6,뉴질랜드,990,2022-06-01,2022-06,여름
2022,7,뉴질랜드,1172,2022-07-01,2022-07,여름
2022,8,뉴질랜드,1196,2022-08-01,2022-08,여름
2022,9,뉴질랜드,1997,2022-09-01,2022-09,가을
2022,10,뉴질랜드,2544,2022-10-01,2022-10,가을
2022,11,뉴질랜드,2135,2022-11-01,2022-11,가을
2022,12,뉴질랜드,3948,2022-12-01,2022-12,겨울
2023,1,뉴질랜드,2662,2023-01-01,2023-01,겨울
2023,2,뉴질랜드,1718,2023-02-01,2023-02,겨울
2023,3,뉴질랜드,2692,2023-03-01,2023-03,봄
2023,4,뉴질랜드,4243,2023-04-01,2023-04,봄
2023,5,뉴질랜드,3265,2023-05-01,2023-05,봄
2023,6,뉴질랜드,3646,2023-06-01,2023-06,여름
2023,7,뉴질랜드,3266,2023-07-01,2023-07,여름
2023,8,뉴질랜드,2709,2023-08-01,2023-08,여름
2023,9,뉴질랜드,4208,2023-09-01,2023-09,가을
2023,10,뉴질랜드,4213,2023-10-01,2023-10,가을
2023,11,뉴질랜드,3645,2023-11-01,2023-11,가을
2023,12,뉴질랜드,4374,2023-12-01,2023-12,겨울
2024,1,뉴질랜드,3228,2024-01-01,2024-01,겨울
2024,2,뉴질랜드,2194,2024-02-01,2024-02,겨울
2024,3,뉴질랜드,4009,2024-03-01,2024-03,봄
2024,4,뉴질랜드,3993,2024-04-01,2024-04,봄
2024,5,뉴질랜드,3337,2024-05-01,2024-05,봄
2024,6,뉴질랜드,3225,2024-06-01,2024-06,여름
2024,7,뉴질랜드,2736,2024-07-01,2024-07,여름
2024,8,뉴질랜드,2885,2024-08-01,2024-08,여름
2024,9,뉴질랜드,3718,2024-09-01,2024-09,가을
2024,10,뉴질랜드,4899,2024-10-01,2024-10,가을
2024,11,뉴질랜드,3887,2024-11-01,2024-11,가을
2024,12,뉴질랜드,4830,2024-12-01,2024-12,겨울
2022,1,대만,488,2022-01-01,2022-01,겨울
2022,2,대만,1022,2022-02-01,2022-02,겨울
2022,3,대만,523,2022-03-01,2022-03,봄
2022,4,대만,698,2022-04-01,2022-04,봄
2022,5,대만,1008,2022-05-01,2022-05,봄
2022,6,대만,1282,2022-06-01,2022-06,여름
2022,7,대만,2201,2022-07-01,2022-07,여름
2022,8,대만,4871,2022-08-01,2022-08,여름
2022,9,대만,5011,2022-09-01,2022-09,가을
2022,10,대만,11926,2022-10-01,2022-10,가을
2022,11,대만,18768,2022-11-01,2022-11,가을
2022,12,대만,29909,2022-12-01,2022-12,겨울
2023,1,대만,51099,2023-01-01,2023-01,겨울
2023,2,대만,49131,2023-02-01,2023-02,겨울
2023,3,대만,64673,2023-03-01,2023-03,봄
2023,4,대만,78362,2023-04-01,2023-04,봄
2023,5,대만,68065,2023-05-01,2023-05,봄
2023,6,대만,98767,2023-06-01,2023-06,여름
2023,7,대만,105188,2023-07-01,2023-07,여름
2023,8,대만,100709,2023-08-01,2023-08,여름
2023,9,대만,93899,2023-09-01,2023-09,가을
2023,10,대만,98651,2023-10-01,2023-10,가을
2023,11,대만,118680,2023-11-01,2023-11,가을
2023,12,대만,116423,2023-12-01,2023-12,겨울
2024,1,대만,117164,2024-01-01,2024-01,겨울
2024,2,대만,98817,2024-02-01,2024-02,겨울
2024,3,대만,117299,2024-03-01,2024-03,봄
2024,4,대만,119288,2024-04-01,2024-04,봄
2024,5,대만,118782,2024-05-01,2024-05,봄
2024,6,대만,145988,2024-06-01,2024-06,여름
2024,7,대만,144637,2024-07-01,2024-07,여름
2024,8,대만,150714,2024-08-01,2024-08,여름
2024,9,대만,128314,2024-09-01,2024-09,가을
2024,10,대만,135183,2024-10-01,2024-10,가을
2024,11,대만,121248,2024-11-01,2024-11,가을
2024,12,대만,120359,2024-12-01,2024-12,겨울
2022,1,덴마크,164,2022-01-01,2022-01,겨울
2022,2,덴마크,194,2022-02-01,2022-02,겨울
2022,3,덴마크,115,2022-03-01,2022-03,봄
2022,4,덴마크,414,2022-04-01,2022-04,봄
2022,5,덴마크,469,2022-05-01,2022-05,봄
2022,6,덴마크,466,2022-06-01,2022-06,여름
2022,7,덴마크,628,2022-07-01,2022-07,여름
2022,8,덴마크,790,2022-08-01,2022-08,여름
2022,9,덴마크,712,2022-09-01,2022-09,가을
2022,10,덴마크,1066,2022-10-01,2022-10,가을
2022,11,덴마크,781,2022-11-01,2022-11,가을
2022,12,덴마크,517,2022-12-01,2022-12,겨울
2023,1,덴마크,532,2023-01-01,2023-01,겨울
2023,2,덴마크,491,2023-02-01,2023-02,겨울
2023,3,덴마크,1350,2023-03-01,2023-03,봄
2023,4,덴마크,1350,2023-04-01,2023-04,봄
2023,5,덴마크,1057,2023-05-01,2023-05,봄
2023,6,덴마크,961,2023-06-01,2023-06,여름
2023,7,덴마크,2029,2023-07-01,2023-07,여름
2023,8,덴마크,1063,2023-08-01,2023-08,여름
2023,9,덴마크,1319,2023-09-01,2023-09,가을
2023,10,덴마크,1876,2023-10-01,2023-10,가을
2023,11,덴마크,1157,2023-11-01,2023-11,가을
2023,12,덴마크,646,2023-12-01,2023-12,겨울
2024,1,덴마크,779,2024-01-01,2024-01,겨울
2024,2,덴마크,638,2024-02-01,2024-02,겨울
2024,3,덴마크,1730,2024-03-01,2024-03,봄
2024,4,덴마크,1573,2024-04-01,2024-04,봄
2024,5,덴마크,1379,2024-05-01,2024-05,봄
2024,6,덴마크,1057,2024-06-01,2024-06,여름
2024,7,덴마크,1707,2024-07-01,2024-07,여름
2024,8,덴마크,1377,2024-08-01,2024-08,여름
2024,9,덴마크,1542,2024-09-01,2024-09,가을
2024,10,덴마크,2078,2024-10-01,2024-10,가을
2024,11,덴마크,1316,2024-11-01,2024-11,가을
2024,12,덴마크,873,2024-12-01,2024-12,겨울
2022,1,독일,1755,2022-01-01,2022-01,겨울
2022,2,독일,2411,2022-02-01,2022-02,겨울
2022,3,독일,1833,2022-03-01,2022-03,봄
2022,4,독일,3529,2022-04-01,2022-04,봄
2022,5,독일,4769,2022-05-01,2022-05,봄
2022,6,독일,5069,2022-06-01,2022-06,여름
2022,7,독일,6181,2022-07-01,2022-07,여름
2022,8,독일,8827,2022-08-01,2022-08,여름
2022,9,독일,9109,2022-09-01,2022-09,가을
2022,10,독일,9301,2022-10-01,2022-10,가을
2022,11,독일,7305,2022-11-01,2022-11,가을
2022,12,독일,5913,2022-12-01,2022-12,겨울
2023,1,독일,5444,2023-01-01,2023-01,겨울
2023,2,독일,6299,2023-02-01,2023-02,겨울
2023,3,독일,12199,2023-03-01,2023-03,봄
2023,4,독일,18609,2023-04-01,2023-04,봄
2023,5,독일,11861,2023-05-01,2023-05,봄
2023,6,독일,9227,2023-06-01,2023-06,여름
2023,7,독일,11751,2023-07-01,2023-07,여름
2023,8,독일,13061,2023-08-01,2023-08,여름
2023,9,독일,14622,2023-09-01,2023-09,가을
2023,10,독일,14339,2023-10-01,2023-10,가을
2023,11,독일,9889,2023-11-01,2023-11,가을
2023,12,독일,7205,2023-12-01,2023-12,겨울
2024,1,독일,6650,2024-01-01,2024-01,겨울
2024,2,독일,7371,2024-02-01,2024-02,겨울
2024,3,독일,18755,2024-03-01,2024-03,봄
2024,4,독일,21457,2024-04-01,2024-04,봄
2024,5,독일,15331,2024-05-01,2024-05,봄
2024,6,독일,10225,2024-06-01,2024-06,여름
2024,7,독일,10785,2024-07-01,2024-07,여름
2024,8,독일,14700,2024-08-01,2024-08,여름
2024,9,독일,16997,2024-09-01,2024-09,가을
2024,10,독일,17854,2024-10-01,2024-10,가을
2024,11,독일,10799,2024-11-01,2024-11,가을
2024,12,독일,8339,2024-12-01,2024-12,겨울
2022,1,라오스,64,2022-01-01,2022-01,겨울
2022,2,라오스,109,2022-02-01,2022-02,겨울
2022,3,라오스,28,2022-03-01,2022-03,봄
2022,4,라오스,281,2022-04-01,2022-04,봄
2022,5,라오스,377,2022-05-01,2022-05,봄
2022,6,라오스,135,2022-06-01,2022-06,여름
2022,7,라오스,333,2022-07-01,2022-07,여름
2022,8,라오스,463,2022-08-01,2022-08,여름
2022,9,라오스,662,2022-09-01,2022-09,가을
2022,10,라오스,580,2022-10-01,2022-10,가을
2022,11,라오스,798,2022-11-01,2022-11,가을
2022,12,라오스,707,2022-12-01,2022-12,겨울
2023,1,라오스,777,2023-01-01,2023-01,겨울
2023,2,라오스,1140,2023-02-01,2023-02,겨울
2023,3,라오스,979,2023-03-01,2023-03,봄
2023,4,라오스,1653,2023-04-01,2023-04,봄
2023,5,라오스,1276,2023-05-01,2023-05,봄
2023,6,라오스,836,2023-06-01,2023-06,여름
2023,7,라오스,834,2023-07-01,2023-07,여름
2023,8,라오스,991,2023-08-01,2023-08,여름
2023,9,라오스,767,2023-09-01,2023-09,가을
2023,10,라오스,1202,2023-10-01,2023-10,가을
2023,11,라오스,985,2023-11-01,2023-11,가을
2023,12,라오스,1220,2023-12-01,2023-12,겨울
2024,1,라오스,988,2024-01-01,2024-01,겨울
2024,2,라오스,1462,2024-02-01,2024-02,겨울
2024,3,라오스,1992,2024-03-01,2024-03,봄
2024,4,라오스,3733,2024-04-01,2024-04,봄
2024,5,라오스,2222,2024-05-01,2024-05,봄
2024,6,라오스,1087,2024-06-01,2024-06,여름
2024,7,라오스,1421,2024-07-01,2024-07,여름
2024,8,라오스,1397,2024-08-01,2024-08,여름
2024,9,라오스,1404,2024-09-01,2024-09,가을
2024,10,라오스,1680,2024-10-01,2024-10,가을
2024,11,라오스,1544,2024-11-01,2024-11,가을
2024,12,라오스,1587,2024-12-01,2024-12,겨울
2022,1,라트비아,64,2022-01-01,2022-01,겨울
2022,2,라트비아,69,2022-02-01,2022-02,겨울
2022,3,라트비아,64,2022-03-01,2022-03,봄
2022,4,라트비아,64,2022-04-01,2022-04,봄
2022,5,라트비아,114,2022-05-01,2022-05,봄
2022,6,라트비아,103,2022-06-01,2022-06,여름
2022,7,라트비아,139,2022-07-01,2022-07,여름
2022,8,라트비아,193,2022-08-01,2022-08,여름
2022,9,라트비아,140,2022-09-01,2022-09,가을
2022,10,라트비아,179,2022-10-01,2022-10,가을
2022,11,라트비아,145,2022-11-01,2022-11,가을
2022,12,라트비아,140,2022-12-01,2022-12,겨울
2023,1,라트비아,128,2023-01-01,2023-01,겨울
2023,2,라트비아,120,2023-02-01,2023-02,겨울
2023,3,라트비아,205,2023-03-01,2023-03,봄
2023,4,라트비아,236,2023-04-01,2023-04,봄
2023,5,라트비아,203,2023-05-01,2023-05,봄
2023,6,라트비아,162,2023-06-01,2023-06,여름
2023,7,라트비아,199,2023-07-01,2023-07,여름
2023,8,라트비아,137,2023-08-01,2023-08,여름
2023,9,라트비아,159,2023-09-01,2023-09,가을
2023,10,라트비아,251,2023-10-01,2023-10,가을
2023,11,라트비아,195,2023-11-01,2023-11,가을
2023,12,라트비아,137,2023-12-01,2023-12,겨울
2024,1,라트비아,216,2024-01-01,2024-01,겨울
2024,2,라트비아,203,2024-02-01,2024-02,겨울
2024,3,라트비아,308,2024-03-01,2024-03,봄
2024,4,라트비아,332,2024-04-01,2024-04,봄
2024,5,라트비아,207,2024-05-01,2024-05,봄
2024,6,라트비아,219,2024-06-01,2024-06,여름
2024,7,라트비아,179,2024-07-01,2024-07,여름
2024,8,라트비아,235,2024-08-01,2024-08,여름
2024,9,라트비아,330,2024-09-01,2024-09,가을
2024,10,라트비아,379,2024-10-01,2024-10,가을
2024,11,라트비아,239,2024-11-01,2024-11,가을
2024,12,라트비아,198,2024-12-01,2024-12,겨울
2022,1,러시아,3250,2022-01-01,2022-01,겨울
2022,2,러시아,3520,2022-02-01,2022-02,겨울
2022,3,러시아,2567,2022-03-01,2022-03,봄
2022,4,러시아,2923,2022-04-01,2022-04,봄
2022,5,러시아,3699,2022-05-01,2022-05,봄
2022,6,러시아,4676,2022-06-01,2022-06,여름
2022,7,러시아,5943,2022-07-01,2022-07,여름
2022,8,러시아,6620,2022-08-01,2022-08,여름
2022,9,러시아,6881,2022-09-01,2022-09,가을
2022,10,러시아,6954,2022-10-01,2022-10,가을
2022,11,러시아,7886,2022-11-01,2022-11,가을
2022,12,러시아,8891,2022-12-01,2022-12,겨울
2023,1,러시아,9738,2023-01-01,2023-01,겨울
2023,2,러시아,9516,2023-02-01,2023-02,겨울
2023,3,러시아,13554,2023-03-01,2023-03,봄
2023,4,러시아,15630,2023-04-01,2023-04,봄
2023,5,러시아,14503,2023-05-01,2023-05,봄
2023,6,러시아,14878,2023-06-01,2023-06,여름
2023,7,러시아,16114,2023-07-01,2023-07,여름
2023,8,러시아,15073,2023-08-01,2023-08,여름
2023,9,러시아,14486,2023-09-01,2023-09,가을
2023,10,러시아,16158,2023-10-01,2023-10,가을
2023,11,러시아,13310,2023-11-01,2023-11,가을
2023,12,러시아,12257,2023-12-01,2023-12,겨울
2024,1,러시아,12304,2024-01-01,2024-01,겨울
2024,2,러시아,11197,2024-02-01,2024-02,겨울
2024,3,러시아,17247,2024-03-01,2024-03,봄
2024,4,러시아,19703,2024-04-01,2024-04,봄
2024,5,러시아,17814,2024-05-01,2024-05,봄
2024,6,러시아,16270,2024-06-01,2024-06,여름
2024,7,러시아,21478,2024-07-01,2024-07,여름
2024,8,러시아,19827,2024-08-01,2024-08,여름
2024,9,러시아,19061,2024-09-01,2024-09,가을
2024,10,러시아,21402,2024-10-01,2024-10,가을
2024,11,러시아,15353,2024-11-01,2024-11,가을
2024,12,러시아,12925,2024-12-01,2024-12,겨울
2022,1,루마니아,365,2022-01-01,2022-01,겨울
2022,2,루마니아,375,2022-02-01,2022-02,겨울
2022,3,루마니아,421,2022-03-01,2022-03,봄
2022,4,루마니아,378,2022-04-01,2022-04,봄
2022,5,루마니아,417,2022-05-01,2022-05,봄
2022,6,루마니아,435,2022-06-01,2022-06,여름
2022,7,루마니아,516,2022-07-01,2022-07,여름
2022,8,루마니아,544,2022-08-01,2022-08,여름
2022,9,루마니아,609,2022-09-01,2022-09,가을
2022,10,루마니아,893,2022-10-01,2022-10,가을
2022,11,루마니아,556,2022-11-01,2022-11,가을
2022,12,루마니아,489,2022-12-01,2022-12,겨울
2023,1,루마니아,419,2023-01-01,2023-01,겨울
2023,2,루마니아,494,2023-02-01,2023-02,겨울
2023,3,루마니아,1007,2023-03-01,2023-03,봄
2023,4,루마니아,1352,2023-04-01,2023-04,봄
2023,5,루마니아,1036,2023-05-01,2023-05,봄
2023,6,루마니아,876,2023-06-01,2023-06,여름
2023,7,루마니아,917,2023-07-01,2023-07,여름
2023,8,루마니아,966,2023-08-01,2023-08,여름
2023,9,루마니아,1374,2023-09-01,2023-09,가을
2023,10,루마니아,1720,2023-10-01,2023-10,가을
2023,11,루마니아,1126,2023-11-01,2023-11,가을
2023,12,루마니아,718,2023-12-01,2023-12,겨울
2024,1,루마니아,669,2024-01-01,2024-01,겨울
2024,2,루마니아,727,2024-02-01,2024-02,겨울
2024,3,루마니아,1828,2024-03-01,2024-03,봄
2024,4,루마니아,2159,2024-04-01,2024-04,봄
2024,5,루마니아,1637,2024-05-01,2024-05,봄
2024,6,루마니아,1188,2024-06-01,2024-06,여름
2024,7,루마니아,1163,2024-07-01,2024-07,여름
