년,월,국적지역,입국자수,날짜,방문년월,계절
2024,10,브루나이,598,2024-10-01,2024-10,가을
2024,11,브루나이,787,2024-11-01,2024-11,가을
2024,12,브루나이,1465,2024-12-01,2024-12,겨울
2022,1,사우디아라비아,142,2022-01-01,2022-01,겨울
2022,2,사우디아라비아,182,2022-02-01,2022-02,겨울
2022,3,사우디아라비아,147,2022-03-01,2022-03,봄
2022,4,사우디아라비아,72,2022-04-01,2022-04,봄
2022,5,사우디아라비아,419,2022-05-01,2022-05,봄
2022,6,사우디아라비아,565,2022-06-01,2022-06,여름
2022,7,사우디아라비아,869,2022-07-01,2022-07,여름
2022,8,사우디아라비아,1226,2022-08-01,2022-08,여름
2022,9,사우디아라비아,960,2022-09-01,2022-09,가을
2022,10,사우디아라비아,1186,2022-10-01,2022-10,가을
2022,11,사우디아라비아,2278,2022-11-01,2022-11,가을
2022,12,사우디아라비아,667,2022-12-01,2022-12,겨울
2023,1,사우디아라비아,549,2023-01-01,2023-01,겨울
2023,2,사우디아라비아,658,2023-02-01,2023-02,겨울
2023,3,사우디아라비아,1405,2023-03-01,2023-03,봄
2023,4,사우디아라비아,1251,2023-04-01,2023-04,봄
2023,5,사우디아라비아,1822,2023-05-01,2023-05,봄
2023,6,사우디아라비아,1711,2023-06-01,2023-06,여름
2023,7,사우디아라비아,2550,2023-07-01,2023-07,여름
2023,8,사우디아라비아,1463,2023-08-01,2023-08,여름
2023,9,사우디아라비아,1525,2023-09-01,2023-09,가을
2023,10,사우디아라비아,1636,2023-10-01,2023-10,가을
2023,11,사우디아라비아,1960,2023-11-01,2023-11,가을
2023,12,사우디아라비아,1229,2023-12-01,2023-12,겨울
2024,1,사우디아라비아,1145,2024-01-01,2024-01,겨울
2024,2,사우디아라비아,1278,2024-02-01,2024-02,겨울
2024,3,사우디아라비아,635,2024-03-01,2024-03,봄
2024,4,사우디아라비아,2389,2024-04-01,2024-04,봄
2024,5,사우디아라비아,1926,2024-05-01,2024-05,봄
2024,6,사우디아라비아,3866,2024-06-01,2024-06,여름
2024,7,사우디아라비아,3395,2024-07-01,2024-07,여름
2024,8,사우디아라비아,1596,2024-08-01,2024-08,여름
2024,9,사우디아라비아,1638,2024-09-01,2024-09,가을
2024,10,사우디아라비아,1798,2024-10-01,2024-10,가을
2024,11,사우디아라비아,2502,2024-11-01,2024-11,가을
2024,12,사우디아라비아,959,2024-12-01,2024-12,겨울
2022,1,스리랑카,764,2022-01-01,2022-01,겨울
2022,2,스리랑카,490,2022-02-01,2022-02,겨울
2022,3,스리랑카,835,2022-03-01,2022-03,봄
2022,4,스리랑카,637,2022-04-01,2022-04,봄
2022,5,스리랑카,774,2022-05-01,2022-05,봄
2022,6,스리랑카,1466,2022-06-01,2022-06,여름
2022,7,스리랑카,1441,2022-07-01,2022-07,여름
2022,8,스리랑카,1321,2022-08-01,2022-08,여름
2022,9,스리랑카,1872,2022-09-01,2022-09,가을
2022,10,스리랑카,1933,2022-10-01,2022-10,가을
2022,11,스리랑카,2380,2022-11-01,2022-11,가을
2022,12,스리랑카,1800,2022-12-01,2022-12,겨울
2023,1,스리랑카,1543,2023-01-01,2023-01,겨울
2023,2,스리랑카,1678,2023-02-01,2023-02,겨울
2023,3,스리랑카,2044,2023-03-01,2023-03,봄
2023,4,스리랑카,1362,2023-04-01,2023-04,봄
2023,5,스리랑카,1897,2023-05-01,2023-05,봄
2023,6,스리랑카,1842,2023-06-01,2023-06,여름
2023,7,스리랑카,1633,2023-07-01,2023-07,여름
2023,8,스리랑카,2004,2023-08-01,2023-08,여름
2023,9,스리랑카,2233,2023-09-01,2023-09,가을
2023,10,스리랑카,2098,2023-10-01,2023-10,가을
2023,11,스리랑카,1309,2023-11-01,2023-11,가을
2023,12,스리랑카,2232,2023-12-01,2023-12,겨울
2024,1,스리랑카,2343,2024-01-01,2024-01,겨울
2024,2,스리랑카,2361,2024-02-01,2024-02,겨울
2024,3,스리랑카,2476,2024-03-01,2024-03,봄
2024,4,스리랑카,2032,2024-04-01,2024-04,봄
2024,5,스리랑카,2808,2024-05-01,2024-05,봄
2024,6,스리랑카,2018,2024-06-01,2024-06,여름
2024,7,스리랑카,2414,2024-07-01,2024-07,여름
2024,8,스리랑카,3020,2024-08-01,2024-08,여름
2024,9,스리랑카,2859,2024-09-01,2024-09,가을
2024,10,스리랑카,2052,2024-10-01,2024-10,가을
2024,11,스리랑카,2045,2024-11-01,2024-11,가을
2024,12,스리랑카,1870,2024-12-01,2024-12,겨울
2022,1,스웨덴,198,2022-01-01,2022-01,겨울
2022,2,스웨덴,224,2022-02-01,2022-02,겨울
2022,3,스웨덴,144,2022-03-01,2022-03,봄
2022,4,스웨덴,373,2022-04-01,2022-04,봄
2022,5,스웨덴,538,2022-05-01,2022-05,봄
2022,6,스웨덴,800,2022-06-01,2022-06,여름
2022,7,스웨덴,605,2022-07-01,2022-07,여름
2022,8,스웨덴,871,2022-08-01,2022-08,여름
2022,9,스웨덴,801,2022-09-01,2022-09,가을
2022,10,스웨덴,1255,2022-10-01,2022-10,가을
2022,11,스웨덴,1041,2022-11-01,2022-11,가을
2022,12,스웨덴,805,2022-12-01,2022-12,겨울
2023,1,스웨덴,721,2023-01-01,2023-01,겨울
2023,2,스웨덴,706,2023-02-01,2023-02,겨울
2023,3,스웨덴,1393,2023-03-01,2023-03,봄
2023,4,스웨덴,1872,2023-04-01,2023-04,봄
2023,5,스웨덴,1459,2023-05-01,2023-05,봄
2023,6,스웨덴,1925,2023-06-01,2023-06,여름
2023,7,스웨덴,3654,2023-07-01,2023-07,여름
2023,8,스웨덴,1347,2023-08-01,2023-08,여름
2023,9,스웨덴,1622,2023-09-01,2023-09,가을
2023,10,스웨덴,2072,2023-10-01,2023-10,가을
2023,11,스웨덴,1452,2023-11-01,2023-11,가을
2023,12,스웨덴,1076,2023-12-01,2023-12,겨울
2024,1,스웨덴,1119,2024-01-01,2024-01,겨울
2024,2,스웨덴,934,2024-02-01,2024-02,겨울
2024,3,스웨덴,1912,2024-03-01,2024-03,봄
2024,4,스웨덴,2245,2024-04-01,2024-04,봄
2024,5,스웨덴,1741,2024-05-01,2024-05,봄
2024,6,스웨덴,2342,2024-06-01,2024-06,여름
2024,7,스웨덴,1876,2024-07-01,2024-07,여름
2024,8,스웨덴,1477,2024-08-01,2024-08,여름
2024,9,스웨덴,1993,2024-09-01,2024-09,가을
2024,10,스웨덴,2411,2024-10-01,2024-10,가을
2024,11,스웨덴,1683,2024-11-01,2024-11,가을
2024,12,스웨덴,1505,2024-12-01,2024-12,겨울
2022,1,스위스,99,2022-01-01,2022-01,겨울
2022,2,스위스,191,2022-02-01,2022-02,겨울
2022,3,스위스,121,2022-03-01,2022-03,봄
2022,4,스위스,484,2022-04-01,2022-04,봄
2022,5,스위스,492,2022-05-01,2022-05,봄
2022,6,스위스,568,2022-06-01,2022-06,여름
2022,7,스위스,1014,2022-07-01,2022-07,여름
2022,8,스위스,1025,2022-08-01,2022-08,여름
2022,9,스위스,1190,2022-09-01,2022-09,가을
2022,10,스위스,1481,2022-10-01,2022-10,가을
2022,11,스위스,869,2022-11-01,2022-11,가을
2022,12,스위스,738,2022-12-01,2022-12,겨울
2023,1,스위스,573,2023-01-01,2023-01,겨울
2023,2,스위스,726,2023-02-01,2023-02,겨울
2023,3,스위스,1626,2023-03-01,2023-03,봄
2023,4,스위스,2742,2023-04-01,2023-04,봄
2023,5,스위스,1704,2023-05-01,2023-05,봄
2023,6,스위스,1359,2023-06-01,2023-06,여름
2023,7,스위스,3510,2023-07-01,2023-07,여름
2023,8,스위스,1760,2023-08-01,2023-08,여름
2023,9,스위스,2115,2023-09-01,2023-09,가을
2023,10,스위스,2328,2023-10-01,2023-10,가을
2023,11,스위스,1212,2023-11-01,2023-11,가을
2023,12,스위스,909,2023-12-01,2023-12,겨울
2024,1,스위스,1026,2024-01-01,2024-01,겨울
2024,2,스위스,1031,2024-02-01,2024-02,겨울
2024,3,스위스,2702,2024-03-01,2024-03,봄
2024,4,스위스,3060,2024-04-01,2024-04,봄
2024,5,스위스,2502,2024-05-01,2024-05,봄
2024,6,스위스,1826,2024-06-01,2024-06,여름
2024,7,스위스,2745,2024-07-01,2024-07,여름
2024,8,스위스,2383,2024-08-01,2024-08,여름
2024,9,스위스,2801,2024-09-01,2024-09,가을
2024,10,스위스,3350,2024-10-01,2024-10,가을
2024,11,스위스,1657,2024-11-01,2024-11,가을
2024,12,스위스,1171,2024-12-01,2024-12,겨울
2022,1,스페인,257,2022-01-01,2022-01,겨울
2022,2,스페인,354,2022-02-01,2022-02,겨울
2022,3,스페인,404,2022-03-01,2022-03,봄
2022,4,스페인,837,2022-04-01,2022-04,봄
2022,5,스페인,827,2022-05-01,2022-05,봄
2022,6,스페인,931,2022-06-01,2022-06,여름
2022,7,스페인,1355,2022-07-01,2022-07,여름
2022,8,스페인,2161,2022-08-01,2022-08,여름
2022,9,스페인,1782,2022-09-01,2022-09,가을
2022,10,스페인,2293,2022-10-01,2022-10,가을
2022,11,스페인,1988,2022-11-01,2022-11,가을
2022,12,스페인,1487,2022-12-01,2022-12,겨울
2023,1,스페인,1303,2023-01-01,2023-01,겨울
2023,2,스페인,1352,2023-02-01,2023-02,겨울
2023,3,스페인,2571,2023-03-01,2023-03,봄
2023,4,스페인,3347,2023-04-01,2023-04,봄
2023,5,스페인,2471,2023-05-01,2023-05,봄
2023,6,스페인,2397,2023-06-01,2023-06,여름
2023,7,스페인,3651,2023-07-01,2023-07,여름
2023,8,스페인,5468,2023-08-01,2023-08,여름
2023,9,스페인,3556,2023-09-01,2023-09,가을
2023,10,스페인,3772,2023-10-01,2023-10,가을
2023,11,스페인,3325,2023-11-01,2023-11,가을
2023,12,스페인,1877,2023-12-01,2023-12,겨울
2024,1,스페인,1767,2024-01-01,2024-01,겨울
2024,2,스페인,1821,2024-02-01,2024-02,겨울
2024,3,스페인,4811,2024-03-01,2024-03,봄
2024,4,스페인,3777,2024-04-01,2024-04,봄
2024,5,스페인,3594,2024-05-01,2024-05,봄
2024,6,스페인,3418,2024-06-01,2024-06,여름
2024,7,스페인,4271,2024-07-01,2024-07,여름
2024,8,스페인,7181,2024-08-01,2024-08,여름
2024,9,스페인,5004,2024-09-01,2024-09,가을
2024,10,스페인,5427,2024-10-01,2024-10,가을
2024,11,스페인,4198,2024-11-01,2024-11,가을
2024,12,스페인,2505,2024-12-01,2024-12,겨울
2022,1,슬로바키아,44,2022-01-01,2022-01,겨울
2022,2,슬로바키아,40,2022-02-01,2022-02,겨울
2022,3,슬로바키아,39,2022-03-01,2022-03,봄
2022,4,슬로바키아,65,2022-04-01,2022-04,봄
2022,5,슬로바키아,71,2022-05-01,2022-05,봄
2022,6,슬로바키아,133,2022-06-01,2022-06,여름
2022,7,슬로바키아,154,2022-07-01,2022-07,여름
2022,8,슬로바키아,129,2022-08-01,2022-08,여름
2022,9,슬로바키아,222,2022-09-01,2022-09,가을
2022,10,슬로바키아,255,2022-10-01,2022-10,가을
2022,11,슬로바키아,143,2022-11-01,2022-11,가을
2022,12,슬로바키아,103,2022-12-01,2022-12,겨울
2023,1,슬로바키아,172,2023-01-01,2023-01,겨울
2023,2,슬로바키아,150,2023-02-01,2023-02,겨울
2023,3,슬로바키아,291,2023-03-01,2023-03,봄
2023,4,슬로바키아,315,2023-04-01,2023-04,봄
2023,5,슬로바키아,253,2023-05-01,2023-05,봄
2023,6,슬로바키아,321,2023-06-01,2023-06,여름
2023,7,슬로바키아,466,2023-07-01,2023-07,여름
2023,8,슬로바키아,291,2023-08-01,2023-08,여름
2023,9,슬로바키아,297,2023-09-01,2023-09,가을
2023,10,슬로바키아,396,2023-10-01,2023-10,가을
2023,11,슬로바키아,338,2023-11-01,2023-11,가을
2023,12,슬로바키아,182,2023-12-01,2023-12,겨울
2024,1,슬로바키아,281,2024-01-01,2024-01,겨울
2024,2,슬로바키아,201,2024-02-01,2024-02,겨울
2024,3,슬로바키아,386,2024-03-01,2024-03,봄
2024,4,슬로바키아,494,2024-04-01,2024-04,봄
2024,5,슬로바키아,528,2024-05-01,2024-05,봄
2024,6,슬로바키아,392,2024-06-01,2024-06,여름
2024,7,슬로바키아,434,2024-07-01,2024-07,여름
2024,8,슬로바키아,514,2024-08-01,2024-08,여름
2024,9,슬로바키아,538,2024-09-01,2024-09,가을
2024,10,슬로바키아,502,2024-10-01,2024-10,가을
2024,11,슬로바키아,312,2024-11-01,2024-11,가을
2024,12,슬로바키아,305,2024-12-01,2024-12,겨울
2022,1,시리아,55,2022-01-01,2022-01,겨울
2022,2,시리아,105,2022-02-01,2022-02,겨울
2022,3,시리아,113,2022-03-01,2022-03,봄
2022,4,시리아,54,2022-04-01,2022-04,봄
2022,5,시리아,100,2022-05-01,2022-05,봄
2022,6,시리아,144,2022-06-01,2022-06,여름
2022,7,시리아,110,2022-07-01,2022-07,여름
2022,8,시리아,198,2022-08-01,2022-08,여름
2022,9,시리아,134,2022-09-01,2022-09,가을
2022,10,시리아,218,2022-10-01,2022-10,가을
2022,11,시리아,153,2022-11-01,2022-11,가을
2022,12,시리아,118,2022-12-01,2022-12,겨울
2023,1,시리아,154,2023-01-01,2023-01,겨울
2023,2,시리아,133,2023-02-01,2023-02,겨울
2023,3,시리아,195,2023-03-01,2023-03,봄
2023,4,시리아,134,2023-04-01,2023-04,봄
2023,5,시리아,229,2023-05-01,2023-05,봄
2023,6,시리아,275,2023-06-01,2023-06,여름
2023,7,시리아,246,2023-07-01,2023-07,여름
2023,8,시리아,273,2023-08-01,2023-08,여름
2023,9,시리아,248,2023-09-01,2023-09,가을
2023,10,시리아,181,2023-10-01,2023-10,가을
2023,11,시리아,237,2023-11-01,2023-11,가을
2023,12,시리아,130,2023-12-01,2023-12,겨울
2024,1,시리아,189,2024-01-01,2024-01,겨울
2024,2,시리아,212,2024-02-01,2024-02,겨울
2024,3,시리아,247,2024-03-01,2024-03,봄
2024,4,시리아,246,2024-04-01,2024-04,봄
2024,5,시리아,208,2024-05-01,2024-05,봄
2024,6,시리아,185,2024-06-01,2024-06,여름
2024,7,시리아,173,2024-07-01,2024-07,여름
2024,8,시리아,238,2024-08-01,2024-08,여름
2024,9,시리아,275,2024-09-01,2024-09,가을
2024,10,시리아,238,2024-10-01,2024-10,가을
2024,11,시리아,175,2024-11-01,2024-11,가을
2024,12,시리아,130,2024-12-01,2024-12,겨울
2022,1,싱가포르,1359,2022-01-01,2022-01,겨울
2022,2,싱가포르,1509,2022-02-01,2022-02,겨울
2022,3,싱가포르,2472,2022-03-01,2022-03,봄
2022,4,싱가포르,3823,2022-04-01,2022-04,봄
2022,5,싱가포르,6825,2022-05-01,2022-05,봄
2022,6,싱가포르,10498,2022-06-01,2022-06,여름
2022,7,싱가포르,7880,2022-07-01,2022-07,여름
2022,8,싱가포르,7609,2022-08-01,2022-08,여름
2022,9,싱가포르,14909,2022-09-01,2022-09,가을
2022,10,싱가포르,24797,2022-10-01,2022-10,가을
2022,11,싱가포르,33258,2022-11-01,2022-11,가을
2022,12,싱가포르,50774,2022-12-01,2022-12,겨울
2023,1,싱가포르,13404,2023-01-01,2023-01,겨울
2023,2,싱가포르,12217,2023-02-01,2023-02,겨울
2023,3,싱가포르,34403,2023-03-01,2023-03,봄
2023,4,싱가포르,31210,2023-04-01,2023-04,봄
2023,5,싱가포르,30642,2023-05-01,2023-05,봄
2023,6,싱가포르,35449,2023-06-01,2023-06,여름
2023,7,싱가포르,13424,2023-07-01,2023-07,여름
2023,8,싱가포르,15170,2023-08-01,2023-08,여름
2023,9,싱가포르,27000,2023-09-01,2023-09,가을
2023,10,싱가포르,34795,2023-10-01,2023-10,가을
2023,11,싱가포르,44540,2023-11-01,2023-11,가을
2023,12,싱가포르,56482,2023-12-01,2023-12,겨울
2024,1,싱가포르,14098,2024-01-01,2024-01,겨울
2024,2,싱가포르,15355,2024-02-01,2024-02,겨울
2024,3,싱가포르,38954,2024-03-01,2024-03,봄
2024,4,싱가포르,32556,2024-04-01,2024-04,봄
2024,5,싱가포르,37384,2024-05-01,2024-05,봄
2024,6,싱가포르,34226,2024-06-01,2024-06,여름
2024,7,싱가포르,14151,2024-07-01,2024-07,여름
2024,8,싱가포르,17369,2024-08-01,2024-08,여름
2024,9,싱가포르,26113,2024-09-01,2024-09,가을
2024,10,싱가포르,40940,2024-10-01,2024-10,가을
2024,11,싱가포르,43682,2024-11-01,2024-11,가을
2024,12,싱가포르,61661,2024-12-01,2024-12,겨울
2022,1,아랍에미리트연합,131,2022-01-01,2022-01,겨울
2022,2,아랍에미리트연합,213,2022-02-01,2022-02,겨울
2022,3,아랍에미리트연합,192,2022-03-01,2022-03,봄
2022,4,아랍에미리트연합,236,2022-04-01,2022-04,봄
2022,5,아랍에미리트연합,287,2022-05-01,2022-05,봄
2022,6,아랍에미리트연합,400,2022-06-01,2022-06,여름
2022,7,아랍에미리트연합,478,2022-07-01,2022-07,여름
2022,8,아랍에미리트연합,466,2022-08-01,2022-08,여름
2022,9,아랍에미리트연합,469,2022-09-01,2022-09,가을
2022,10,아랍에미리트연합,583,2022-10-01,2022-10,가을
2022,11,아랍에미리트연합,579,2022-11-01,2022-11,가을
2022,12,아랍에미리트연합,843,2022-12-01,2022-12,겨울
2023,1,아랍에미리트연합,339,2023-01-01,2023-01,겨울
2023,2,아랍에미리트연합,433,2023-02-01,2023-02,겨울
2023,3,아랍에미리트연합,539,2023-03-01,2023-03,봄
2023,4,아랍에미리트연합,480,2023-04-01,2023-04,봄
2023,5,아랍에미리트연합,695,2023-05-01,2023-05,봄
2023,6,아랍에미리트연합,890,2023-06-01,2023-06,여름
2023,7,아랍에미리트연합,941,2023-07-01,2023-07,여름
2023,8,아랍에미리트연합,616,2023-08-01,2023-08,여름
2023,9,아랍에미리트연합,531,2023-09-01,2023-09,가을
2023,10,아랍에미리트연합,730,2023-10-01,2023-10,가을
2023,11,아랍에미리트연합,620,2023-11-01,2023-11,가을
2023,12,아랍에미리트연합,744,2023-12-01,2023-12,겨울
2024,1,아랍에미리트연합,500,2024-01-01,2024-01,겨울
2024,2,아랍에미리트연합,572,2024-02-01,2024-02,겨울
2024,3,아랍에미리트연합,253,2024-03-01,2024-03,봄
2024,4,아랍에미리트연합,982,2024-04-01,2024-04,봄
2024,5,아랍에미리트연합,1020,2024-05-01,2024-05,봄
2024,6,아랍에미리트연합,764,2024-06-01,2024-06,여름
2024,7,아랍에미리트연합,1109,2024-07-01,2024-07,여름
2024,8,아랍에미리트연합,684,2024-08-01,2024-08,여름
2024,9,아랍에미리트연합,630,2024-09-01,2024-09,가을
2024,10,아랍에미리트연합,840,2024-10-01,2024-10,가을
2024,11,아랍에미리트연합,774,2024-11-01,2024-11,가을
2024,12,아랍에미리트연합,1002,2024-12-01,2024-12,겨울
2022,1,아르헨티나,27,2022-01-01,2022-01,겨울
2022,2,아르헨티나,26,2022-02-01,2022-02,겨울
2022,3,아르헨티나,36,2022-03-01,2022-03,봄
2022,4,아르헨티나,87,2022-04-01,2022-04,봄
2022,5,아르헨티나,116,2022-05-01,2022-05,봄
2022,6,아르헨티나,119,2022-06-01,2022-06,여름
2022,7,아르헨티나,157,2022-07-01,2022-07,여름
2022,8,아르헨티나,178,2022-08-01,2022-08,여름
2022,9,아르헨티나,219,2022-09-01,2022-09,가을
2022,10,아르헨티나,355,2022-10-01,2022-10,가을
2022,11,아르헨티나,200,2022-11-01,2022-11,가을
2022,12,아르헨티나,235,2022-12-01,2022-12,겨울
2023,1,아르헨티나,264,2023-01-01,2023-01,겨울
2023,2,아르헨티나,220,2023-02-01,2023-02,겨울
2023,3,아르헨티나,482,2023-03-01,2023-03,봄
2023,4,아르헨티나,494,2023-04-01,2023-04,봄
2023,5,아르헨티나,518,2023-05-01,2023-05,봄
2023,6,아르헨티나,323,2023-06-01,2023-06,여름
2023,7,아르헨티나,454,2023-07-01,2023-07,여름
2023,8,아르헨티나,335,2023-08-01,2023-08,여름
2023,9,아르헨티나,518,2023-09-01,2023-09,가을
2023,10,아르헨티나,641,2023-10-01,2023-10,가을
2023,11,아르헨티나,471,2023-11-01,2023-11,가을
2023,12,아르헨티나,310,2023-12-01,2023-12,겨울
2024,1,아르헨티나,449,2024-01-01,2024-01,겨울
2024,2,아르헨티나,394,2024-02-01,2024-02,겨울
2024,3,아르헨티나,716,2024-03-01,2024-03,봄
2024,4,아르헨티나,848,2024-04-01,2024-04,봄
2024,5,아르헨티나,712,2024-05-01,2024-05,봄
2024,6,아르헨티나,499,2024-06-01,2024-06,여름
2024,7,아르헨티나,572,2024-07-01,2024-07,여름
2024,8,아르헨티나,588,2024-08-01,2024-08,여름
2024,9,아르헨티나,792,2024-09-01,2024-09,가을
2024,10,아르헨티나,913,2024-10-01,2024-10,가을
2024,11,아르헨티나,533,2024-11-01,2024-11,가을
2024,12,아르헨티나,401,2024-12-01,2024-12,겨울
2022,1,아일랜드,132,2022-01-01,2022-01,겨울
2022,2,아일랜드,150,2022-02-01,2022-02,겨울
2022,3,아일랜드,91,2022-03-01,2022-03,봄
2022,4,아일랜드,247,2022-04-01,2022-04,봄
2022,5,아일랜드,287,2022-05-01,2022-05,봄
2022,6,아일랜드,371,2022-06-01,2022-06,여름
2022,7,아일랜드,388,2022-07-01,2022-07,여름
2022,8,아일랜드,559,2022-08-01,2022-08,여름
2022,9,아일랜드,469,2022-09-01,2022-09,가을
2022,10,아일랜드,548,2022-10-01,2022-10,가을
2022,11,아일랜드,490,2022-11-01,2022-11,가을
2022,12,아일랜드,417,2022-12-01,2022-12,겨울
2023,1,아일랜드,537,2023-01-01,2023-01,겨울
2023,2,아일랜드,447,2023-02-01,2023-02,겨울
2023,3,아일랜드,788,2023-03-01,2023-03,봄
2023,4,아일랜드,1040,2023-04-01,2023-04,봄
2023,5,아일랜드,851,2023-05-01,2023-05,봄
2023,6,아일랜드,824,2023-06-01,2023-06,여름
2023,7,아일랜드,1064,2023-07-01,2023-07,여름
2023,8,아일랜드,838,2023-08-01,2023-08,여름
2023,9,아일랜드,901,2023-09-01,2023-09,가을
2023,10,아일랜드,1048,2023-10-01,2023-10,가을
2023,11,아일랜드,735,2023-11-01,2023-11,가을
2023,12,아일랜드,518,2023-12-01,2023-12,겨울
2024,1,아일랜드,619,2024-01-01,2024-01,겨울
2024,2,아일랜드,610,2024-02-01,2024-02,겨울
2024,3,아일랜드,1312,2024-03-01,2024-03,봄
2024,4,아일랜드,1300,2024-04-01,2024-04,봄
2024,5,아일랜드,1273,2024-05-01,2024-05,봄
2024,6,아일랜드,1093,2024-06-01,2024-06,여름
2024,7,아일랜드,1000,2024-07-01,2024-07,여름
2024,8,아일랜드,1070,2024-08-01,2024-08,여름
2024,9,아일랜드,1268,2024-09-01,2024-09,가을
2024,10,아일랜드,1467,2024-10-01,2024-10,가을
2024,11,아일랜드,1023,2024-11-01,2024-11,가을
2024,12,아일랜드,666,2024-12-01,2024-12,겨울
2022,1,에콰도르,17,2022-01-01,2022-01,겨울
2022,2,에콰도르,35,2022-02-01,2022-02,겨울
2022,3,에콰도르,14,2022-03-01,2022-03,봄
2022,4,에콰도르,37,2022-04-01,2022-04,봄
2022,5,에콰도르,82,2022-05-01,2022-05,봄
2022,6,에콰도르,46,2022-06-01,2022-06,여름
2022,7,에콰도르,54,2022-07-01,2022-07,여름
2022,8,에콰도르,100,2022-08-01,2022-08,여름
2022,9,에콰도르,128,2022-09-01,2022-09,가을
2022,10,에콰도르,162,2022-10-01,2022-10,가을
2022,11,에콰도르,123,2022-11-01,2022-11,가을
2022,12,에콰도르,75,2022-12-01,2022-12,겨울
2023,1,에콰도르,83,2023-01-01,2023-01,겨울
2023,2,에콰도르,109,2023-02-01,2023-02,겨울
2023,3,에콰도르,163,2023-03-01,2023-03,봄
2023,4,에콰도르,248,2023-04-01,2023-04,봄
2023,5,에콰도르,151,2023-05-01,2023-05,봄
2023,6,에콰도르,144,2023-06-01,2023-06,여름
2023,7,에콰도르,415,2023-07-01,2023-07,여름
2023,8,에콰도르,221,2023-08-01,2023-08,여름
2023,9,에콰도르,206,2023-09-01,2023-09,가을
2023,10,에콰도르,329,2023-10-01,2023-10,가을
2023,11,에콰도르,134,2023-11-01,2023-11,가을
2023,12,에콰도르,107,2023-12-01,2023-12,겨울
2024,1,에콰도르,95,2024-01-01,2024-01,겨울
2024,2,에콰도르,156,2024-02-01,2024-02,겨울
2024,3,에콰도르,243,2024-03-01,2024-03,봄
2024,4,에콰도르,339,2024-04-01,2024-04,봄
2024,5,에콰도르,250,2024-05-01,2024-05,봄
2024,6,에콰도르,194,2024-06-01,2024-06,여름
2024,7,에콰도르,308,2024-07-01,2024-07,여름
2024,8,에콰도르,263,2024-08-01,2024-08,여름
2024,9,에콰도르,355,2024-09-01,2024-09,가을
2024,10,에콰도르,475,2024-10-01,2024-10,가을
2024,11,에콰도르,238,2024-11-01,2024-11,가을
2024,12,에콰도르,130,2024-12-01,2024-12,겨울
2022,1,에티오피아,244,2022-01-01,2022-01,겨울
2022,2,에티오피아,227,2022-02-01,2022-02,겨울
2022,3,에티오피아,228,2022-03-01,2022-03,봄
2022,4,에티오피아,196,2022-04-01,2022-04,봄
2022,5,에티오피아,401,2022-05-01,2022-05,봄
2022,6,에티오피아,409,2022-06-01,2022-06,여름
2022,7,에티오피아,469,2022-07-01,2022-07,여름
2022,8,에티오피아,536,2022-08-01,2022-08,여름
2022,9,에티오피아,513,2022-09-01,2022-09,가을
2022,10,에티오피아,609,2022-10-01,2022-10,가을
2022,11,에티오피아,614,2022-11-01,2022-11,가을
2022,12,에티오피아,527,2022-12-01,2022-12,겨울
2023,1,에티오피아,565,2023-01-01,2023-01,겨울
2023,2,에티오피아,564,2023-02-01,2023-02,겨울
2023,3,에티오피아,631,2023-03-01,2023-03,봄
2023,4,에티오피아,621,2023-04-01,2023-04,봄
2023,5,에티오피아,630,2023-05-01,2023-05,봄
2023,6,에티오피아,607,2023-06-01,2023-06,여름
2023,7,에티오피아,741,2023-07-01,2023-07,여름
2023,8,에티오피아,752,2023-08-01,2023-08,여름
2023,9,에티오피아,737,2023-09-01,2023-09,가을
2023,10,에티오피아,726,2023-10-01,2023-10,가을
2023,11,에티오피아,1000,2023-11-01,2023-11,가을
2023,12,에티오피아,770,2023-12-01,2023-12,겨울
2024,1,에티오피아,852,2024-01-01,2024-01,겨울
2024,2,에티오피아,921,2024-02-01,2024-02,겨울
2024,3,에티오피아,948,2024-03-01,2024-03,봄
2024,4,에티오피아,890,2024-04-01,2024-04,봄
2024,5,에티오피아,925,2024-05-01,2024-05,봄
2024,6,에티오피아,895,2024-06-01,2024-06,여름
2024,7,에티오피아,876,2024-07-01,2024-07,여름
2024,8,에티오피아,1009,2024-08-01,2024-08,여름
2024,9,에티오피아,941,2024-09-01,2024-09,가을
2024,10,에티오피아,939,2024-10-01,2024-10,가을
2024,11,에티오피아,1047,2024-11-01,2024-11,가을
2024,12,에티오피아,829,2024-12-01,2024-12,겨울
2022,1,영국,1122,2022-01-01,2022-01,겨울
2022,2,영국,1120,2022-02-01,2022-02,겨울
2022,3,영국,1058,2022-03-01,2022-03,봄
2022,4,영국,2260,2022-04-01,2022-04,봄
2022,5,영국,3202,2022-05-01,2022-05,봄
2022,6,영국,3655,2022-06-01,2022-06,여름
2022,7,영국,4668,2022-07-01,2022-07,여름
2022,8,영국,6060,2022-08-01,2022-08,여름
2022,9,영국,5497,2022-09-01,2022-09,가을
2022,10,영국,7104,2022-10-01,2022-10,가을
2022,11,영국,5995,2022-11-01,2022-11,가을
2022,12,영국,6380,2022-12-01,2022-12,겨울
2023,1,영국,6509,2023-01-01,2023-01,겨울
2023,2,영국,5697,2023-02-01,2023-02,겨울
2023,3,영국,11547,2023-03-01,2023-03,봄
